31.5,,,,,,,,,,,,,,,,,,,,,,
,Core,Date Added,Stock,Setup,"Core 
Execution","Stock 
Execution",VAR,Entry Stop,Entry Limit,Sizing,Cut,-0.5R Cut Loss,Shares,Order Filled,Cancel Order,Picker,Return,7 day % change,Date,1R,2R,
,TRUE,06/02/2025,SPOT,Reset,HOLD,,"10,000.00",671.25,674.61,612.12,639.95,643.36,170,TRUE,FALSE,Miggoy,0.50,4.03%,06/02/2025,737.09,799.58,
,TRUE,06/03/2025,DUOL,Bluesky,HOLD,,"5,000.00",532,534.66,496.26,515.46,515.46,140,TRUE,FALSE,Miggoy,-0.25,-5.33%,06/03/2025,573.06,611.46,
,FALSE,06/03/2025,SMR,Pullback,ADJUST,,"5,000.00",33.23,33.40,29.6,31.50,31.50,"1,380",FALSE,TRUE,Neil,,8.68%, ,37.19,40.99,
,TRUE,06/03/2025,SOFI,Reset,HOLD,Cheat,"10,000.00",14,14.07,12.43,13.25,13.25,"6,370",FALSE,TRUE,Ange,,5.34%, ,15.71,17.35,
,FALSE,06/05/2025,UBER,Range,HOLD,DH,"5,000.00",84.72,85.14,80.11,82.63,82.63,"1,090",FALSE,TRUE,Jeremy,,1.12%, ,90.18,95.21,
,TRUE,06/09/2025,SOFI,reset,HOLD,,"10,000.00",14.79,14.86,12.74,13.80,13.80,"4,880",TRUE,FALSE,Jeremy,-0.25,5.67%,06/09/2025,16.99,19.11,
,TRUE,06/09/2025,TEM,cheat,HOLD,,"10,000.00",65.35,65.68,52.55,58.11,59.11,790,TRUE,FALSE,Paul,0.50,7.56%,06/09/2025,78.80,91.93,
,TRUE,06/10/2025,SCCO,Reversal,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Miggoy,,-2.35%, ,0.00,0.00,
,TRUE,06/10/2025,ETHA,Reset ,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Jeremy,,-8.94%, ,0.00,0.00,
,TRUE,06/11/2025,SMCI,Reversal,HOLD,,"10,000.00",44.73,44.95,38.99,41.97,41.97,"1,750",TRUE,FALSE,Miggoy,-0.50,2.92%,06/11/2025,50.92,56.88,
,TRUE,06/11/2025,ETHA,Reversal,HOLD,,"10,000.00",21.28,21.39,17.99,19.69,19.69,"3,040",TRUE,FALSE,Miggoy,-0.50,-11.40%,06/11/2025,24.78,28.18,
,TRUE,06/16/2025,IBIT,probe,HOLD,,"5,000.00",60.51,60.81,57,58.91,58.91,"1,430",TRUE,FALSE,Miggoy,-0.25,-5.06%,06/16/2025,64.63,68.44,
,TRUE,06/17/2025,ALAB,Cheat,HOLD,,"10,000.00",100.21,100.71,87.29,94.00,94.00,780,TRUE,FALSE,Miggoy,-0.50,-6.08%,06/17/2025,114.13,127.55,
,TRUE,06/17/2025,COIN ,Reset,HOLD,,"10,000.00",265.71,267.04,234.03,250.53,250.53,320,TRUE,FALSE,Jeremy,2.00,35.84%,06/17/2025,300.05,333.06,
,FALSE,06/17/2025,NFLX,Pullback,ADJUST,,"5,000.00",,,,,,,FALSE,TRUE,Ange,,4.78%, ,0.00,0.00,
,FALSE,06/17/2025,JOBY,Pullback,ADJUST,,"5,000.00",,,,,,,FALSE,TRUE,Jeremy,,2.08%, ,0.00,0.00,
,TRUE,06/20/2025,IBKR, Cheat,HOLD,,"10,000.00",53.55,53.82,49.15,51.48,51.48,"2,280",FALSE,TRUE,Paul,,5.10%, ,58.49,63.15,
,TRUE,06/24/2025,UBER,Coil,HOLD,,"10,000.00",86.48,86.91,82.31,84.61,84.61,"2,400",FALSE,TRUE,Neil,,0.52%, ,91.51,96.12,
,TRUE,06/24/2025,TOST,Coil,HOLD,,"10,000.00",44,44.22,41.12,42.67,42.67,"3,480",TRUE,FALSE,Neil,-0.25,-3.67%,06/24/2025,47.32,50.42,
,TRUE,06/25/2025,MSTR,Coil,HOLD,,"10,000.00",384.37,386.29,343.6,364.95,364.95,250,TRUE,FALSE,Neil,-0.50,3.50%,06/25/2025,428.98,471.68,
,TRUE,06/25/2025,RDDT,Cheat,HOLD,,"10,000.00",148.01,148.75,119.6,134.18,134.18,360,FALSE,TRUE,Paul,,12.46%, ,177.90,207.05,
,TRUE,06/25/2025,CPNG,Blue sky,HOLD,,"10,000.00",29.14,29.29,27.53,28.41,28.41,"6,220",TRUE,FALSE,Neil,-0.25,4.13%,06/25/2025,31.04,32.80,
,TRUE,06/26/2025,SMCI,Cheat,HOLD,,"10,000.00",47.81,48.05,39.11,43.58,43.58,"1,150",TRUE,FALSE,Neil,0.50,-1.44%,06/26/2025,56.99,65.93,
,TRUE,06/26/2025,IBKR,Cheat,HOLD,,"10,000.00",53.54,53.81,49.15,51.48,51.48,"2,280",TRUE,FALSE,Miggoy,1.00,8.56%,06/26/2025,58.47,63.12,
,TRUE,06/27/2025,AS,Coil,HOLD,,"10,000.00",38.49,38.68,35.91,37.30,37.30,"3,880",TRUE,FALSE,Neil,-0.50,-2.67%,06/27/2025,41.45,44.23,
,TRUE,06/27/2025,SE,Coil,HOLD,,"10,000.00",160.6,161.40,149.84,155.62,155.62,930,TRUE,FALSE,Ange,-0.50,-5.15%,06/27/2025,172.97,184.53,
,FALSE,07/02/2025,CRCL,Range,HOLD,,"5,000.00",194.01,194.98,165,179.99,179.99,180,FALSE,TRUE,Neil,,12.76%, ,224.96,254.94,
,TRUE,07/03/2025,IBIT,Coil,HOLD,,"10,000.00",63.71,64.03,56.62,60.32,60.32,"1,420",TRUE,FALSE,Miggoy,0.50,3.71%,07/03/2025,71.44,78.85,"90,920.54"
,FALSE,07/03/2025,COIN,Pullback,HOLD,DH,"5,000.00",357.17,358.96,332.9,345.93,345.93,210,TRUE,FALSE,Jeremy,1.50,9.32%,07/03/2025,385.01,411.07,"75,380.73"
,TRUE,07/03/2025,SLV,Bluesky,HOLD,,"10,000.00",33.88,34.05,32.05,33.05,33.05,"5,470",TRUE,FALSE,Miggoy,1.00,0.72%,07/03/2025,36.05,38.05,"186,250.22"
,FALSE,07/07/2025,CRCL,Range,HOLD,,"5,000.00",194.01,194.98,165,179.99,179.99,180,TRUE,FALSE,Neil,-0.25,-1.33%,07/07/2025,224.96,254.94,"35,096.41"
,TRUE,07/07/2025,AS,Coil,HOLD,,"10,000.00",40.22,40.42,34.99,37.71,37.71,"1,920",FALSE,TRUE,Neil,,1.83%, ,45.85,51.28,"77,608.51"
,TRUE,07/08/2025,TOST,Coil,HOLD,,"10,000.00",45.56,45.79,39.75,42.77,42.77,"1,730",TRUE,FALSE,Neil,-0.50,1.84%,07/08/2025,51.83,57.86,"465,256.41"
,FALSE,07/08/2025,XLU,Coil,HOLD,,"10,000.00",82.26,82.67,79.78,81.23,81.23,"4,040",TRUE,FALSE,Ange,-0.25,1.06%,07/08/2025,85.56,88.45,"232,628.20"
,TRUE,07/10/2025,AAPL,Reversal,HOLD,Break 200,"10,000.00",216.23,217.31,200,208.66,208.66,620,FALSE,TRUE,Miggoy,,-1.13%, ,234.62,251.93,
,FALSE,07/14/2025,OKLO,Range/probe,HOLD,,"5,000.00",57.66,57.95,48.71,53.33,53.33,560,FALSE,TRUE,Jeremy,,0.16%, ,67.19,76.42,
88,TRUE,07/15/2025,KWEB,Reset,HOLD,,"10,000.00",35.36,35.54,33.22,34.38,34.38,"4,680",TRUE,FALSE,Neil,0.50,2.16%,07/15/2025,37.85,40.17,
,TRUE,07/16/2025,QBTS,Coil,HOLD,,"10,000.00",17.55,17.64,14.37,16.00,16.00,"3,150",TRUE,FALSE,Neil,0.00,20.05%,07/16/2025,20.91,24.17,
,TRUE,07/21/2025,GLD,reset,HOLD,,"10,000.00",311.1,312.66,299.89,306.26,306.27,900,TRUE,FALSE,Paul,-0.25,-2.47%,07/21/2025,325.42,338.19,
,TRUE,07/22/2025,UBER,Range,HOLD,,"5,000.00",92.2,92.66,88,90.32,90.33,"1,200",FALSE,TRUE,Jeremy,,-5.10%, ,97.32,101.98,
,TRUE,07/23/2025,AAPL,Reset,HOLD,,"10,000.00",216.24,217.32,207.08,212.19,212.20,"1,100",FALSE,TRUE,Jeremy,,-2.38%, ,227.56,237.80,
,FALSE,07/23/2025,UBER,Range,HOLD,,"5,000.00",92.27,92.73,88,90.36,90.37,"1,180",FALSE,TRUE,Jeremy,,-2.56%, ,97.46,102.19,
,TRUE,07/23/2025,NIU,Reset,HOLD,,"5,000.00",3.94,3.96,3.27,3.60,3.61,"7,470",FALSE,TRUE,Neil,,-7.03%, ,4.65,5.34,
,FALSE,07/24/2025,RGTI,PB,HOLD,,"5,000.00",16.56,16.64,14.18,15.40,15.41,"2,110",FALSE,TRUE,Neil,,-9.09%, ,19.11,21.57,
,FALSE,07/28/2025,GDX,Coil,HOLD,HL pattern,"10,000.00",54.78,55.05,50.45,52.75,52.75,"2,310",FALSE,TRUE,Ange,,4.47%, ,59.66,64.26,
,TRUE,07/29/2025,RBRK,Coil,HOLD,,"10,000.00",89.61,90.06,80,85.03,85.03,"1,050",TRUE,FALSE,Neil,0.00,-1.88%,07/29/2025,100.12,110.17,
,TRUE,07/29/2025,HD,Reversal,HOLD,,"10,000.00",381.09,383.00,359.84,371.42,371.42,480,FALSE,TRUE,Neil,,2.14%, ,406.15,429.31,
,TRUE,07/31/2025,IBIT,Bluesky,HOLD,,"10,000.00",68.39,68.73,64,66.37,66.37,"2,280",FALSE,TRUE,Miggoy,,0.77%, ,73.46,78.20,
,TRUE,07/31/2025,AS,Coil,HOLD,,"10,000.00",40.21,40.41,36.42,38.42,38.42,"2,640",FALSE,TRUE,Neil,,0.77%, ,44.40,48.39,
,TRUE,08/01/2025,WMT,Reset,HOLD,,"10,000.00",98.88,99.37,95.12,97.25,97.25,"2,660",TRUE,FALSE,Miggoy,1.00,5.32%,08/01/2025,103.63,107.88,
,FALSE,08/04/2025,KWEB,Coil,HOLD,Retest,"5,000.00",35.2,35.38,33.43,34.40,34.40,"2,830",TRUE,FALSE,Ange,1.00,0.65%,08/04/2025,37.32,39.27,
,TRUE,08/04/2025,GLD,Reset,HOLD,,"10,000.00",313.53,315.10,299.08,307.09,307.09,700,FALSE,TRUE,Miggoy,,-0.76%, ,331.12,347.13,
,FALSE,08/05/2025,NFLX,Range,HOLD,,"5,000.00",1191,"1,196.96",1142,1169.48,"1,169.48",110,FALSE,TRUE,Jeremy,,6.74%, ,"1,251.91","1,306.87",
,FALSE,08/05/2025,GRAB,Range,HOLD,,"5,000.00",5.01,5.04,4.72,4.88,4.88,"17,250",TRUE,FALSE,Jeremy,-0.50,0.40%,08/05/2025,5.35,5.67,
,FALSE,08/07/2025,NFLX,Range,HOLD,,"5,000.00",1190,"1,195.95",1143,1169.00,"1,169.48",110,FALSE,TRUE,Miggoy,,4.25%, ,"1,248.90","1,301.85",
,TRUE,08/07/2025,TSLA,Reset,HOLD,,"10,000.00",330.49,332.14,303.07,317.61,317.61,370,TRUE,FALSE,Neil,-0.25,4.13%,,361.21,390.29,
,TRUE,08/07/2025,AS,Coil,HOLD,,"10,000.00",40.22,40.42,36.69,38.56,38.56,"2,840",FALSE,TRUE,Neil,,0.24%,,44.15,47.88,
,FALSE,08/12/2025,KO,Reset,HOLD,,"10,000.00",70.88,71.23,68.63,69.93,69.93,"4,450",TRUE,FALSE,Ange,-0.25,-0.82%,,73.84,76.44,
,TRUE,08/13/2025,QBTS,Coil,HOLD,,"10,000.00",19.18,19.28,16.11,17.69,17.69,"3,260",FALSE,TRUE,Neil,,-19.25%,,22.44,25.61,
,TRUE,08/13/2025,JBL,Coil,HOLD,,"10,000.00",232.84,234.00,212.3,223.15,223.15,490,FALSE,TRUE,Neil,,-6.86%,,255.71,277.41,
,TRUE,08/19/2025,TSLA,Reset,HOLD,,"10,000.00",339.31,341.01,297.82,319.41,319.41,250,TRUE,FALSE,Paul,-0.50,6.79%,,384.19,427.38,
,FALSE,08/19/2025,ETHA,Pullback,HOLD,,"2,500.00",,,,,,,FALSE,TRUE,Miggoy,,11.25%,,0.00,0.00,
,TRUE,08/25/2025,TSLA,Reset,HOLD,,"10,000.00",349.01,350.76,298,324.38,324.38,200,TRUE,FALSE,Jeremy,-0.50,-4.97%,,403.51,456.27,
,FALSE,08/25/2025,ARRY,Momentum,ADJUST,,"5,000.00",9.21,9.26,7.85,8.55,8.55,"3,680",TRUE,FALSE,Neil,-0.25,-1.82%,,10.66,12.07,
,FALSE,08/25/2025,KWEB,Big picture reversal,HOLD,,"5,000.00",39.17,39.37,33.43,36.40,36.40,880,TRUE,FALSE,Paul,0.50,-0.75%,,45.30,51.24,
,FALSE,08/25/2025,RGTI,Range,HOLD,,"5,000.00",15.16,15.24,12.9,14.39,14.07,"2,220",FALSE,TRUE,Jeremy,,7.26%,,17.57,19.91,
,TRUE,08/27/2025,GLD,Reset,HOLD,,"10,000.00",316.25,317.83,300,308.92,308.92,620,TRUE,FALSE,Neil,2.00,4.93%,,335.66,353.49,
,TRUE,08/27/2025,DAVE,Reset,HOLD,,"5,000.00",211.81,212.87,176.27,194.57,194.57,150,TRUE,FALSE,Neil,-0.50,-1.45%,,249.47,286.07,
,FALSE,08/27/2025,CEG,RANGE,HOLD,,"5,000.00",318.49,320.08,301,310.54,310.54,290,TRUE,FALSE,Ange,-0.25,-2.36%,,339.16,358.25,
,TRUE,08/27/2025,JPM,Coil,HOLD,,"10,000.00",301.29,302.80,284.24,293.52,293.52,590,TRUE,FALSE,Neil,-0.50,0.08%,,321.35,339.91,
,TRUE,08/28/2025,TCOM,Reset,HOLD,,"10,000.00",66.51,66.84,58.44,62.64,62.64,"1,240",FALSE,TRUE,Miggoy,,-2.72%,,75.25,83.65,
,FALSE,08/28/2025,COP,Reset/Cheat,HOLD,,"10,000.00",98.64,99.13,91.18,95.16,95.16,"1,350",FALSE,TRUE,Paul,,-2.72%,,107.09,115.04,
,FALSE,08/29/2025,AMD,Range,HOLD,,"5,000.00",171,171.86,157.58,164.72,164.72,380,FALSE,TRUE,Neil,,-7.07%,,186.13,200.41,
,FALSE,08/29/2025,FSLR,Range,HOLD,,"5,000.00",201,202.01,191.05,196.53,196.53,510,FALSE,TRUE,Ange,,5.10%,,212.96,223.92,
,TRUE,09/02/2025,XLRE,Reset,HOLD,,"10,000.00",42.6,42.81,40.68,41.75,41.75,"5,210",FALSE,TRUE,Neil,,0.70%,,44.95,47.08,
,FALSE,09/02/2025,RDDT,Pullback,HOLD,,"5,000.00",227.91,229.05,208.23,218.64,218.64,260,FALSE,TRUE,Miggoy,,9.15%,,249.87,270.69,
,TRUE,09/03/2025,PDD,Reset,HOLD,,"5,000.00",123.08,123.70,114.87,119.28,119.28,610,TRUE,FALSE,Ange,1.00,0.23%,,132.52,141.35,
,TRUE,09/04/2025,NFLX,Reset,HOLD,,"5,000.00",1238,"1,244.19",1182,1182.00,"1,213.10",90,TRUE,FALSE,Miggoy,-0.25,-4.29%,,"1,306.38","1,368.57",
,TRUE,09/04/2025,IBKR,Coil,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Neil,,-1.46%,,0.00,0.00,
,FALSE,09/05/2025,ALAB,Bluesky,HOLD,,"10,000.00",191.3,192.26,161.38,176.82,176.82,340,FALSE,TRUE,Jeremy,,20.03%,,223.13,254.01,
,FALSE,09/05/2025,XLV,Reversal,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Ange,,0.15%,,0.00,0.00,
,FALSE,09/05/2025,IONQ,Reset,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Neil,,33.04%,,0.00,0.00,
,TRUE,09/08/2025,XLRE,reset,HOLD,,"10,000.00",42.6,42.81,40.48,41.64,41.65,"4,720",TRUE,FALSE,Paul,-0.25,0.95%,,45.15,47.48,
,TRUE,09/08/2025,AMPX,Coil,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Neil,,8.84%,,0.00,0.00,
,TRUE,09/09/2025,AMPX,Coil,HOLD,,"10,000.00",7.95,7.99,6.36,7.16,7.17,"6,290",FALSE,TRUE,Paul,,16.88%,,9.62,11.25,
,TRUE,09/09/2025,ARKK,Coil,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Miggoy,,4.83%,,0.00,0.00,
,FALSE,09/10/2025,IONQ,Reset,HOLD,,"10,000.00",44.95,45.17,36.65,40.90,40.91,"1,210",TRUE,FALSE,Neil,2.00,49.20%,,53.70,62.22,
,FALSE,09/11/2025,ETHA,COil,HOLD,,"5,000.00",33.75,33.92,31.09,32.50,32.50,"1,880",FALSE,TRUE,Ange,,3.70%,,36.75,39.58,
,FALSE,09/12/2025,COIN,Range,HOLD,,"5,000.00",330,331.65,292.56,312.11,312.11,140,FALSE,TRUE,Neil,,6.01%,,370.74,409.83,
,TRUE,09/12/2025,AMPX,Reset,HOLD,,"10,000.00",8.5,8.54,6.36,7.45,7.45,"4,680",TRUE,FALSE,Jeremy,1.00,44.77%,,10.73,12.91,
,TRUE,09/15/2025,ARKK,Coil,HOLD,,"10,000.00",79.2,79.60,72.43,76.01,76.01,"1,480",FALSE,TRUE,Miggoy,,5.27%,,86.76,93.93,
,TRUE,09/15/2025,BLDP,Coil,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Ange,,32.72%,,0.00,0.00,
,TRUE,09/15/2025,AAOI,Reset,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Neil,,3.32%,,0.00,0.00,
,FALSE,09/17/2025,BTDR,momentum,HOLD,,"5,000.00",16.79,16.87,14.05,15.46,15.46,"1,830",TRUE,FALSE,Neil,-0.25,3.42%,,19.70,22.52,
,TRUE,09/18/2025,SOUN,Reset,HOLD,,"10,000.00",15.53,15.61,11.86,13.73,13.73,"2,730",TRUE,FALSE,Paul,1.00,4.61%,,19.36,23.10,
,TRUE,09/18/2025,ETHA,Coil,HOLD,,"10,000.00",35.38,35.56,31.06,33.31,33.31,"2,320",FALSE,TRUE,Miggoy,,-14.83%,,40.05,44.55,
,TRUE,09/18/2025,AMD,Falling Coil,HOLD,,"10,000.00",,,,,,,FALSE,TRUE,Neil,,2.12%,,0.00,0.00,
,TRUE,09/18/2025,SPOT ,Reset,hold,,"10,000.00",,,,,,,FALSE,TRUE,Jeremy,,-2.93%,,0.00,0.00,
,FALSE,09/19/2025,GRRR,Reversal,HOLD,,"5,000.00",21.48,21.59,15.76,18.67,18.67,880,TRUE,FALSE,Paul,-0.50,-7.40%,,27.41,33.24,
,FALSE,09/22/2025,RCL,Range,HOLD,,"5,000.00",,,,,,,FALSE,TRUE,Ange,,-0.77%,,0.00,0.00,
,FALSE,09/22/2025,SLDP,Range,HOLD,,"5,000.00",,,,,,,FALSE,TRUE,Jeremy,,-22.30%,,0.00,0.00,
,FALSE,09/29/2025,CPNG,Pullback,HOLD,,"5,000.00",32.3,32.46,30.43,31.32,31.45,"2,680",TRUE,FALSE,Ange,-0.50,-1.22%,,34.49,36.52,
,FALSE,09/30/2025,AMD,Coil,HOLD,swing,"10,000.00",165.1,165.93,149.84,157.88,157.88,660,TRUE,FALSE,Neil,2.00,30.73%,,182.01,198.10,
,FALSE,09/30/2025,COIN,Reset,HOLD,swing,"10,000.00",351.9,353.66,303.39,328.52,328.52,210,FALSE,TRUE,Miggoy,,11.35%,,403.93,454.20,
,TRUE,10/01/2025,IBIT,Reset,HOLD,Position,"10,000.00",67.05,67.39,61.31,63.65,64.35,"1,750",TRUE,FALSE,Miggoy,0.50,4.97%,,73.46,79.54,
,FALSE,10/01/2025,GEV,Coil,HOLD,swing,"10,000.00",619.76,622.86,565.49,594.17,594.17,190,FALSE,TRUE,Neil,,3.18%,,680.23,737.60,
,FALSE,10/02/2025,IONQ,Pullback,ADJUST,,"5,000.00",64.86,65.18,57.13,61.16,61.16,650,TRUE,FALSE,Ange,1.00,11.35%,,73.24,81.29,
,TRUE,10/02/2025,MSFT,Coil,HOLD,position,"10,000.00",522.83,525.44,492.37,508.91,508.91,330,TRUE,FALSE,Neil,-0.25,1.29%,,558.52,591.59,
,FALSE,10/02/2025,OKLO,Pullback,HOLD,,"5,000.00",,,,,,,FALSE,TRUE,Ange,,7.24%,,0.00,0.00,
,FALSE,10/03/2025,AMZN,range,HOLD,swing,"5,000.00",222.82,223.93,213,218.47,218.47,510,TRUE,FALSE,Jeremy,-0.50,-1.43%,,234.87,245.80,
,FALSE,10/03/2025,GOOGL,Pullback,HOLD,,"5,000.00",246.82,248.05,236.25,242.15,242.15,480,TRUE,FALSE,Ange,-0.25,-3.58%,,259.86,271.66,
,FALSE,10/03/2025,TCOM,Pullback,HOLD,,"5,000.00",75.69,76.07,72.5,74.28,74.28,"1,570",FALSE,TRUE,Ange,,-4.42%,,79.64,83.21,
,FALSE,10/06/2025,GRAB,Pullback,ADJUST,swing,"5,000.00",6.22,6.25,5.83,6.04,6.04,"12,830",FALSE,TRUE,Paul,,-7.20%,,6.67,7.09,
,FALSE,10/07/2025,MP,Coil,HOLD,,"10,000.00",77.13,77.52,61.4,69.46,69.46,640,TRUE,FALSE,Ange,-0.50,33.73%,,93.63,109.75,
,FALSE,10/07/2025,SOFI,Range,HOLD,Swing,"5,000.00",27.14,27.28,23.7,25.31,25.49,"1,460",FALSE,TRUE,Miggoy,,-0.96%,,30.85,34.43,
,FALSE,10/09/2025,BLSH,Reversal,HOLD,Swing,"10,000.00",70,70.35,57.12,63.74,63.74,780,TRUE,FALSE,Miggoy,-0.50,-13.73%,,83.58,96.81,
,FALSE,10/09/2025,MP,Reset,HOLD,Swing,"10,000.00",80,80.40,61.4,70.90,70.90,540,TRUE,FALSE,Paul,1.00,15.98%,,99.40,118.40,
,FALSE,10/14/2025,SMR,Reset,HOLD,Swing,"10,000.00",47.27,47.51,33,40.25,40.25,710,TRUE,FALSE,Paul,-0.25,-16.20%,,62.01,76.52,
,TRUE,10/15/2025,ETHA,Reset,HOLD,Position,"5,000.00",31.5,31.66,28.38,29.48,30.02,"1,610",FALSE,TRUE,Miggoy,,-4.61%,,34.94,38.21,
,FALSE,10/16/2025,VST,Reset,HOLD,Swing,"10,000.00",219.82,220.92,189.48,205.20,205.20,330,FALSE,TRUE,Miggoy,,-9.04%,,252.36,283.80,
,TRUE,10/20/2025,KWEB,Reset,HOLD,Position,"5,000.00",40.04,40.24,37.88,38.77,39.06,"2,320",TRUE,FALSE,Paul,0.00,2.45%,,42.60,44.96,
,FALSE,10/20/2025,MP,PB,HOLD,Swing,"5,000.00",84.15,84.57,73.43,78.80,79.00,470,FALSE,TRUE,Neil,,-20.90%,,95.71,106.85,
,TRUE,10/20/2025,IBIT,Reset,HOLD,Position,"5,000.00",61.43,61.74,56.63,59.18,59.18,"1,050",FALSE,TRUE,Miggoy,,3.73%,,66.84,71.95,
,FALSE,10/21/2025,CPNG,Coil,HOLD,swing,"10,000.00",31.89,32.05,29.81,31.13,30.93,"4,810",TRUE,FALSE,Neil,0.00,1.56%,,34.29,36.53,
,FALSE,10/21/2025,MDB,Coil,HOLD,swing,"10,000.00",338.01,339.70,297.54,318.62,318.62,250,TRUE,FALSE,Neil,1.00,3.28%,,381.86,424.02,
,FALSE,10/21/2025,EMBJ,Coil,HOLD,swing,"5,000.00",62.01,62.32,56,59.16,59.16,840,TRUE,FALSE,Paul,0.50,4.86%,,68.64,74.96,
,TRUE,10/24/2025,IBIT,Reset,HOLD,Position,"2,500.00",65.33,65.66,60.96,60.96,63.31,580,TRUE,FALSE,Miggoy,-1.00,-0.84%,,70.35,75.05,
,FALSE,10/24/2025,NBIS,Pullback,HOLD,,"5,000.00",108.18,108.72,86.12,97.75,97.42,230,FALSE,TRUE,Ange,,11.56%,,131.32,153.92,
,TRUE,10/27/2025,ETHA,Reset,HOLD,Position,"2,500.00",31.74,31.90,28.56,28.56,30.23,790,TRUE,FALSE,Miggoy,-1.00,-14.68%,,35.24,38.58,
,FALSE,10/27/2025,ZK,Reset,HOLD,Swing,"5,000.00",30.85,31.00,28.33,29.51,29.67,"1,990",FALSE,TRUE,Miggoy,, ,,33.68,36.35,
,FALSE,10/27/2025,ARKK,Coil,HOLD,Swing,"10,000.00",92.66,93.12,83.57,88.35,88.35,"1,110",FALSE,TRUE,Neil,,-2.99%,,102.68,112.23,
,FALSE,10/28/2025,TSLA,Coil,HOLD,Swing,"10,000.00",470.75,473.10,413.9,443.50,443.50,180,FALSE,TRUE,Miggoy,,-3.54%,,532.31,591.51,
,FALSE,10/29/2025,TSM,blue sky,HOLD,swing,"10,000.00",303.66,305.18,275.06,290.12,290.12,350,FALSE,TRUE,Neil,,-3.75%,,335.30,365.41,
,FALSE,11/03/2025,TSLA,Coil,HOLD,Swing,"10,000.00",467.01,469.35,414.12,441.73,441.73,190,TRUE,FALSE,Neil,-0.50,-4.94%,,524.57,579.80,
,FALSE,11/03/2025,TSM,Coil,HOLD,Swing,"10,000.00",307.97,309.51,280.32,294.91,294.91,370,TRUE,FALSE,Miggoy,-0.50,-3.15%,,338.70,367.89,
,TRUE,11/04/2025,AROC,Reset,HOLD,Position,"10,000.00",26.21,26.34,23.5,24.92,24.92,"3,700",FALSE,TRUE,Neil,,-2.96%,,29.18,32.02,
,FALSE,11/04/2025,GRAB,Coil,HOLD,Swing,"10,000.00",6.24,6.27,5.5,5.89,5.89,"13,520",FALSE,TRUE,Neil,,1.55%,,7.04,7.81,
,TRUE,11/04/2025,KWEB,Reversal,HOLD,Position,"5,000.00",40.52,40.72,38.37,39.55,39.55,"2,330",FALSE,TRUE,Miggoy,,1.38%,,43.08,45.43,
,FALSE,11/06/2025,TSLA,Coil,HOLD,swing,"10,000.00",474.07,476.44,413.9,440.70,445.17,170,FALSE,TRUE,Paul,,-9.85%,,538.98,601.52,
,FALSE,11/06/2025,GLD,Range,HOLD,swing,"5,000.00",369.07,370.92,350,360.46,360.46,270,TRUE,FALSE,Jeremy,0.50,4.59%,,391.83,412.75,
,FALSE,11/06/2025,KWEB,Range,HOLD,swing,"5,000.00",39.84,40.04,38.08,38.96,39.06,"2,850",TRUE,FALSE,Jeremy,-0.25,-1.75%,,42.00,43.96,
,FALSE,11/10/2025,WMT,Range,HOLD,,"5,000.00",103.25,103.77,100.03,101.90,101.90,"1,560",TRUE,FALSE,Jeremy,-1.00,0.52%,,107.50,111.24,
,FALSE,11/11/2025,MSFT,Range,HOLD,swing,"5,000.00",511.34,513.90,490,501.95,501.95,240,TRUE,FALSE,Jeremy,-0.25,-2.93%,,537.79,561.69,
,FALSE,11/12/2025,COPX,Coil,HOLD,Swing,"10,000.00",63.88,64.20,57.41,60.80,60.80,"1,550",FALSE,TRUE,Neil,,-5.48%,,70.99,77.78,
,FALSE,11/12/2025,DAVE,Reset,HOLD,Swing,"5,000.00",273.12,274.49,195.03,234.76,234.76,70,FALSE,TRUE,Miggoy,,-21.30%,,353.94,433.40,
,FALSE,11/13/2025,XEL,Coil,HOLD,Swing,"10,000.00",82.69,83.10,76.94,80.02,80.02,"1,740",FALSE,TRUE,Neil,,-0.81%,,89.27,95.43,
,FALSE,11/13/2025,UAL,Falling Coil,HOLD,Swing,"10,000.00",100.7,101.20,89.15,95.18,95.18,870,TRUE,FALSE,Miggoy,-0.50,-7.33%,,113.26,125.31,
,TRUE,11/17/2025,CVX,Reset,HOLD,Position,"10,000.00",159.19,159.99,148.89,154.43,154.44,980,FALSE,TRUE,Neil,,-3.27%,,171.08,182.18,
,FALSE,11/18/2025,XLU,Coil,HOLD,Swing,"10,000.00",90.36,90.81,86.3,88.56,88.56,"2,470",FALSE,TRUE,Ange,,-0.45%,,95.32,99.84,
,FALSE,11/25/2025,ERO,Coil,HOLD,Swing,"5,000.00",22.97,23.08,19.09,21.09,21.09,"1,290",TRUE,FALSE,Neil,0.50,6.56%,,27.08,31.07,
,TRUE,11/26/2025,GLD,coil,HOLD,position,"10,000.00",388.18,390.12,364.84,377.48,377.48,430,TRUE,FALSE,Paul,,0.98%,,415.40,440.68,
