,,,,,,,,,,,,,,,,,,,
,Core,Date Added,Stock,Setup,"Core 
Execution","Stock 
Execution",VAR,Entry Stop,Entry Limit,Sizing,Cut,-0.5R Cut Loss,Shares,Order Filled,Cancel Order,Picker,Return,7 day % change,
,FALSE,03/21/2024,SYM,Reset,ODL,,"7,500.00",47.90,48.14,42.00,44.23,45.07,"1,280",TRUE,FALSE,Neil,-0.25,-6.99%,03/21/2024
,FALSE,03/21/2024,XP,reset,ODL,,"7,500.00",26.32,26.45,24.00,24.69,25.23,"3,240",FALSE,TRUE,Neil,,0.27%, 
,FALSE,03/21/2024,COPX,Reversal,LABAN,,"3,750.00",42.44,42.65,38.68,38.68,40.67,"1,000",FALSE,TRUE,Neil,,1.58%, 
,FALSE,03/21/2024,TLRY,reversal,ODL,,"3,750.00",2.05,2.06,1.60,1.79,1.83,"8,340",TRUE,FALSE,Paul,1.00,26.67%,03/21/2024
,FALSE,03/21/2024,ARM,bluesky,ODL,,"7,500.00",133.29,133.96,120.00,125.24,126.98,570,TRUE,FALSE,Neil,0.50,-6.44%,03/21/2024
,FALSE,03/21/2024,SOXL,Range ,ODL,Chose to do this over NVDA and AMD,"7,500.00",44.37,44.59,38.95,40.61,41.77,"1,390",FALSE,TRUE,Paul,,0.48%, 
,FALSE,03/22/2024,TPR,Blue sky,ODL,,"7,500.00",48.81,49.05,46.16,47.25,47.61,"2,840",FALSE,TRUE,Neil,,2.45%, 
,FALSE,03/22/2024,LLY,Blue sky,ODL,,"7,500.00",800.79,804.79,727.62,758.27,766.21,110,FALSE,TRUE,Neil,,-1.31%, 
,,03/25/2024,OKTA,Range,ODL,,"7,500.00",107.31,107.85,100.00,62.99,103.92,"1,030",TRUE,FALSE,Neil,-0.25,-2.04%,03/25/2024
,TRUE,03/26/2024,NVO,Range,ODL,tighten,"7,500.00",130.25,130.90,127.10,128.70,129.00,"2,390",FALSE,TRUE,Miggoy,,-2.28%, 
,TRUE,03/26/2024,NXT,Coil,ODL,safety stop,"7,500.00",62.15,62.46,56.12,58.02,59.29,"1,250",FALSE,TRUE,Neil,,-7.64%, 
,TRUE,03/26/2024,PSTG,Range,ODL,tighten,"7,500.00",53.41,53.68,48.88,51.54,51.28,"1,660",TRUE,FALSE,Neil,-0.25,-0.98%,03/26/2024
,TRUE,03/27/2024,MNST,RANGE,ODL,,"7,500.00",,,,,,,FALSE,TRUE,Monette,,-5.49%, 
,FALSE,03/28/2024,COPX,Reversal,ODL,,"3,750.00",42.20,42.41,39.68,40.49,41.05,"1,490",TRUE,FALSE,Neil,1.00,5.04%,03/28/2024
,TRUE,04/01/2024,QCOM,Bluesky,ODL,,"7,500.00",169.90,170.75,163.80,166.96,167.27,"1,230",TRUE,FALSE,Miggoy,0.50,1.11%,04/01/2024
,FALSE,04/01/2024,AMD,Range,ODL,,"7,500.00",183.41,184.33,172.00,177.30,178.16,660,TRUE,FALSE,Miggoy,-0.50,-7.33%,04/01/2024
,TRUE,04/01/2024,PSN,bluesky,ODL,,"7,500.00",84.20,84.62,79.25,81.02,81.94,"1,520",FALSE,TRUE,Neil,,0.59%, 
,FALSE,04/01/2024,XP,Reset,ODL,,"7,500.00",26.32,26.45,24.52,25.24,25.49,"4,170",FALSE,TRUE,Neil,,-0.99%, 
,FALSE,04/01/2024,ORCL,Range,ODL,,"7,500.00",126.18,126.81,122.97,124.46,124.89,"2,340",TRUE,FALSE,Neil,-0.50,-0.90%,04/01/2024
,TRUE,04/01/2024,ANF,Reset,ODL,,"3,750.00",126.00,126.63,114.48,119.46,120.56,330,TRUE,FALSE,Miggoy,0.00,-9.42%,04/01/2024
,TRUE,04/03/2024,KRE,OPTIONS,ODL,SHORT,"7,500.00",,,,,,,TRUE,FALSE,Miggoy,-0.50,-2.86%,04/03/2024
,FALSE,04/03/2024,CPNG,Range,ODL,reversal,"7,500.00",18.32,18.41,17.34,17.66,17.88,"7,660",TRUE,FALSE,Neil,0.00,4.54%,04/03/2024
,FALSE,04/03/2024,GNTX,Coil,ODL,,"7,500.00",36.59,36.77,35.27,35.73,36.02,"5,690",FALSE,TRUE,Neil,,-2.39%, 
,TRUE,04/04/2024,LLY,Coil,ODL,,"7,500.00",800.80,804.80,727.61,765.40,766.21,110,FALSE,TRUE,Neil,,-1.11%, 
,FALSE,04/04/2024,CIBR,Coil,ODL,,"3,750.00",56.43,56.71,55.19,55.44,55.95,"3,030",FALSE,TRUE,Neil,,1.71%, 
,TRUE,04/04/2024,NVO,Range,TODL,,"7,500.00",128.14,128.78,123.13,125.37,125.96,"1,500",FALSE,TRUE,Paul,,1.16%, 
,FALSE,04/04/2024,AMD,Range,ODL,,"7,500.00",183.73,184.65,171.99,176.69,178.32,640,FALSE,TRUE,Jeremy,,2.82%, 
,FALSE,04/08/2024,LLY,Flat coil,ODL,,"7,500.00",793.68,797.65,753.49,763.08,775.57,190,FALSE,TRUE,Miggoy,,-3.41%, 
,FALSE,04/08/2024,IBIT,bluesky-ish/range,ODL,,"3,750.00",41.20,41.41,35.40,37.95,38.40,650,FALSE,TRUE,Paul,,-11.89%, 
,FALSE,04/09/2024,HIMS,RANGE,ODL,,"7,500.00",15.17,15.25,14.05,14.44,14.65,"6,700",TRUE,FALSE,Monette,-0.50,-12.78%,04/09/2024
,FALSE,04/10/2024,GNTX,Coil,ODL,,"7,500.00",36.47,36.65,35.38,35.80,36.02,"6,890",FALSE,TRUE,Neil,,-4.75%, 
,TRUE,04/11/2024,KRE,Reversal,ODL,Enter 46.50,"7,500.00",46.50,46.27,50.50,48.21,48.38,"-1,880",TRUE,FALSE,Miggoy,-0.25,-1.77%,04/11/2024
,TRUE,04/11/2024,SMCI,Range,ODL,,"7,500.00",924.01,928.63,811.99,870.99,870.31,70,TRUE,FALSE,Neil,-0.25,-0.94%,04/11/2024
,FALSE,04/11/2024,PBF,Range,TODL,,"7,500.00",59.60,59.90,57.35,57.94,58.62,"3,340",TRUE,FALSE,Monette,-0.25,-7.61%,04/11/2024
,FALSE,04/12/2024,SOXX,Coil,ODL,,"7,500.00",229.18,230.33,212.64,220.05,221.48,460,FALSE,TRUE,Neil,,-9.02%, 
,FALSE,04/12/2024,AMAT,Coil,ODL,,"7,500.00",214.92,215.99,201.66,208.35,208.83,570,FALSE,TRUE,Neil,,-8.70%, 
,FALSE,04/12/2024,CIBR,Coil,ODL,,"3,750.00",56.58,56.86,55.02,55.30,55.94,"2,410",FALSE,TRUE,Neil,,-4.05%, 
,FALSE,04/15/2024,ICLN,reset short,ODL,,"3,750.00",13.36,13.29,14.22,13.94,13.76,"-4,370",TRUE,FALSE,Neil,-0.25,-0.76%,04/15/2024
,FALSE,04/15/2024,SARK,reversal,ODL,,"3,750.00",29.04,29.19,26.15,27.58,27.67,"1,300",TRUE,FALSE,Neil,0.50,4.20%,04/15/2024
,FALSE,04/16/2024,UUP,reversal,LABAN,,"3,750.00",28.92,29.06,27.70,28.39,28.38,"3,080",TRUE,FALSE,Neil,-0.25,-0.48%,04/16/2024
,FALSE,04/22/2024,XOP,Pullback range,TODL,,"7,500.00",154.37,155.14,149.00,151.17,152.07,"1,400",TRUE,FALSE,Paul,-0.25,2.34%,
,FALSE,04/22/2024,CPNG,Pullback,SINA,,"3,750.00",22.37,22.48,21.34,21.75,21.91,"3,650",TRUE,FALSE,Paul,-0.25,2.85%,
,FALSE,04/23/2024,CPNG,MOMO,TODL,,"3,750.00",22.58,22.69,21.34,21.81,22.02,"3,030",FALSE,TRUE,Neil,,-0.97%,
,FALSE,04/24/2024,VFF,Bluesky,TODL,,"3,750.00",1.45,1.46,1.10,1.22,1.28,"10,720",TRUE,FALSE,Neil,0.00,0.76%,
,FALSE,04/25/2024,HYG,reversal,ODL,"Options if there is volume, cut if new high.","3,750.00",,,,,,,TRUE,FALSE,Neil,-0.25,0.50%,
,FALSE,04/25/2024,CPNG,OPTIONS,LABAN,,"1,000.00",,,,,,,TRUE,FALSE,Miggoy,-0.25,-2.30%,
,FALSE,04/26/2024,KWEB,Reversal,LABAN,(Or options),"3,750.00",options 2-3mo expiry,,,,,,TRUE,FALSE,Neil,1.50,6.49%,
,FALSE,04/26/2024,COPX,Flag pullback,TODL,safety stop,"7,500.00",47.26,47.50,41.95,44.60,44.72,"1,420",TRUE,FALSE,Neil,-0.25,-1.85%,
,FALSE,04/26/2024,GLD,pullback,TODL,,"7,500.00",217.07,218.16,206.38,213.00,212.27,710,FALSE,TRUE,Paul,,-1.69%,
,FALSE,04/26/2024,PDD,Reset,TODL,Options of favorites at 100D,"3,750.00",options 2 months out. ITM,,,,,,TRUE,FALSE,Neil,0.50,8.41%,
,FALSE,04/29/2024,KRE,Reversal,LABAN,Put Options,"3,750.00",,,,,,,FALSE,TRUE,Miggoy,,4.75%,
,FALSE,04/29/2024,INDA,Reset,ODL,VCP,"3,750.00",52.46,52.72,50.00,51.70,51.36,"1,530",TRUE,FALSE,Miggoy,-0.25, ,
,FALSE,05/01/2024,KWEB,Options,LABAN,,"3,750.00",,,,,,,FALSE,TRUE,Miggoy,,5.72%,
,FALSE,05/03/2024,URA,Reset,TODL,,"7,500.00",31.00,31.16,29.62,29.82,30.39,"5,440",TRUE,FALSE,Neil,-0.25,1.27%,
,FALSE,05/03/2024,GEV,pullback,TODL,,"7,500.00",156.71,157.49,149.41,151.65,153.45,"1,030",TRUE,FALSE,Neil,1.50,0.61%,
,FALSE,05/03/2024,GOOGL,pullback,TODL,,"7,500.00",167.13,167.97,160.00,163.88,163.98,"1,060",FALSE,TRUE,Neil,,0.84%,
,FALSE,05/03/2024,KEX,pullback,TODL,,"3,750.00",110.21,110.76,106.36,108.21,108.56,980,FALSE,TRUE,Paul,,4.03%,
,FALSE,05/06/2024,GOOGL,Pullback,TODL,,"7,500.00",167.97,168.81,159.83,163.04,164.32,930,TRUE,FALSE,Miggoy,-0.25,0.62%,
,FALSE,05/06/2024,URA,Reset,ODL,,"7,500.00",31.50,31.66,27.99,30.25,29.82,"2,140",TRUE,FALSE,Neil,-0.25,-2.74%,
,FALSE,05/07/2024,SMCI,falling coil,ODL,,"7,500.00",850.08,854.33,671.00,786.89,762.67,50,FALSE,TRUE,Jeremy,,0.38%,
,FALSE,05/07/2024,COIN,falling coil,ODL,,"7,500.00",235.80,236.98,198.19,220.60,217.58,200,FALSE,TRUE,Neil,,-5.27%,
,FALSE,05/07/2024,PSTG,Coil,ODL,,"7,500.00",55.10,55.38,49.44,52.41,52.41,"1,330",TRUE,FALSE,Neil,1.00,6.07%,
,FALSE,05/09/2024,AMD,Falling Coil,LABAN,OPTIONS,"3,750.00",,,,,,,TRUE,FALSE,Miggoy,0.00,6.71%,
,FALSE,05/10/2024,TGB,Coil,ODL,,"7,500.00",2.61,2.62,2.21,2.44,2.42,"18,750",TRUE,FALSE,Neil,-0.25,16.47%,
,FALSE,05/10/2024,CRWD,Reset,ODL,,"7,500.00",322.00,323.61,281.39,306.50,302.50,190,TRUE,FALSE,Neil,0.50,7.85%,
,FALSE,05/10/2024,NVO,Coil,ODL,,"7,500.00",130.47,131.12,121.28,126.37,126.20,820,FALSE,TRUE,Neil,,2.70%,
,FALSE,05/10/2024,TWST,SINA,TODL,,"3,750.00",43.45,43.67,38.53,40.90,41.10,770,TRUE,FALSE,Neil,-0.25,10.95%,
,FALSE,05/10/2024,IBIT,Coil,ODL,,"7,500.00",36.70,36.88,32.19,34.65,34.54,"1,670",TRUE,FALSE,Neil,0.50,10.70%,
,TRUE,05/16/2024,LLY,Reset,ODL,,"7,500.00",795.51,799.49,717.58,751.10,758.53,100,TRUE,FALSE,Neil,-0.25,4.84%,
,TRUE,05/16/2024,COIN,Falling coil,ODL,,"7,500.00",223.01,224.13,194.93,207.70,209.53,270,TRUE,FALSE,Jeremy,-0.25,9.89%,
,FALSE,05/17/2024,RUN,Reversal,ODL,,"7,500.00",13.31,13.38,10.90,11.71,12.14,"3,120",FALSE,TRUE,Neil,,12.62%,
,FALSE,05/20/2024,XLE,Falling Coil,ODL,,"7,500.00",95.20,95.68,90.76,93.00,93.22,"1,690",TRUE,FALSE,Miggoy,-0.25,-2.14%,
,FALSE,05/20/2024,UEC,Reset,ODL,,"7,500.00",7.59,7.63,6.80,7.05,7.21,"9,500",TRUE,FALSE,Neil,-0.25,-0.53%,
,FALSE,05/21/2024,FTI,Coil,ODL,,"7,500.00",27.31,27.45,26.00,26.46,26.72,"5,730",FALSE,TRUE,Neil,,-1.17%,
,FALSE,05/21/2024,DOCU,Reset,ODL,,"7,500.00",61.48,61.79,57.12,58.93,59.45,"1,730",FALSE,TRUE,Neil,,-3.64%,
,FALSE,05/21/2024,APP,Pullback,TODL,,"3,750.00",85.16,85.59,78.99,81.42,82.29,610,FALSE,TRUE,Neil,,-0.92%,
,FALSE,05/23/2024,RUN,Reversal,ODL,,"7,500.00",13.39,13.46,11.00,11.99,12.23,"3,140",TRUE,FALSE,Neil,-0.50,20.93%,
,FALSE,05/23/2024,TAN,OPTIONS,LABAN,,"3,750.00",,,,,,,FALSE,TRUE,Miggoy,,8.55%,
,TRUE,05/23/2024,ONON,Momentum,SINA,,"3,750.00",37.94,38.13,36.09,36.89,37.11,"2,030",TRUE,FALSE,Neil,-0.25,10.91%,
,FALSE,05/28/2024,BE,Momentum,SINA,,"3,750.00",16.81,16.89,15.00,15.80,15.95,"2,080",TRUE,FALSE,Monette,0.00,-9.13%,
,FALSE,05/28/2024,COIN,Reset,ODL,,"7,500.00",239.01,240.21,194.92,218.60,217.56,180,TRUE,FALSE,Neil,-0.25,-0.33%,
,FALSE,05/29/2024,XOP,Falling Coil,ODL,,"7,500.00",152.50,153.26,146.72,149.99,149.99,"1,300",TRUE,FALSE,Miggoy,-0.50,-1.66%,
,TRUE,05/30/2024,CPNG,Coil,ODL,,"7,500.00",23.78,23.90,21.25,22.57,22.57,"2,970",FALSE,TRUE,Neil,,-5.77%,
,FALSE,05/31/2024,DUK,RANGE,ODL,,"7,500.00",101.54,102.05,100.02,100.02,101.03,"4,940",FALSE,TRUE,Paul,,-0.92%,
,FALSE,05/31/2024,LLY,Reset,ODL,buyback,"7,500.00",820.62,824.72,767.12,787.08,795.92,150,TRUE,FALSE,Paul,2.00,3.61%,
,FALSE,05/31/2024,NU,VCP,ODL,,"7,500.00",12.40,12.46,11.14,11.70,11.80,"5,960",FALSE,TRUE,Monette,,0.08%,
,TRUE,06/03/2024,TCOM,50 Range,ODL,,"3,750.00",52.07,52.33,49.99,49.99,51.16,"1,810",TRUE,FALSE,Miggoy,-0.25,-0.19%,
,FALSE,06/03/2024,CVE,Coil,ODL,,"7,500.00",21.09,21.20,19.77,20.49,20.48,"5,690",FALSE,TRUE,Neil,,-1.02%,
,TRUE,06/03/2024,PLTR,Reset,ODL,,"7,500.00",22.21,22.32,19.75,21.01,21.04,"3,050",TRUE,FALSE,Miggoy,0.50,8.49%,
,FALSE,06/03/2024,XHB,50 Range,ODL,,"3,750.00",105.67,106.20,101.91,101.91,104.05,"1,000",FALSE,TRUE,Miggoy,,-1.41%,
,TRUE,06/04/2024,ANF,Momentum,SINA,,"3,750.00",179.54,180.44,169.29,172.54,174.86,370,FALSE,TRUE,Miggoy,,9.51%,
,FALSE,06/04/2024,NVO,Reset,ODL,,"7,500.00",137.23,137.92,129.07,132.45,133.49,920,TRUE,FALSE,Paul,2.50,1.34%,
,FALSE,06/05/2024,IBIT,reset VCP,ODL,,"7,500.00",42.00,42.21,36.70,38.24,39.46,"1,420",FALSE,TRUE,Paul,,-5.46%,
,FALSE,06/05/2024,ENPH,big pic reversal,ODL,,"7,500.00",139.66,140.36,111.21,121.18,125.78,270,FALSE,TRUE,Paul,,0.96%,
,FALSE,06/05/2024,BROS,Reversal,ODL,,"7,500.00",38.42,38.61,30.69,33.89,34.65,980,TRUE,FALSE,Neil,1.00,3.80%,
,TRUE,06/06/2024,APP,bluesky,ODL,,"7,500.00",88.51,88.95,77.90,83.43,83.43,710,FALSE,TRUE,Neil,,-9.11%,
,FALSE,06/07/2024,NU,Reset,ODL,,"7,500.00",12.51,12.57,11.20,11.72,11.89,"5,730",FALSE,TRUE,Neil,,-1.09%,
,FALSE,06/07/2024,CPNG,COIL,LABAN,OPTIONS,"3,750.00",Miggoy,,Miggoy,Miggoy,#VALUE!,#VALUE!,FALSE,TRUE,Miggoy,,-2.01%,
,TRUE,06/07/2024,RACE,Reset,ODL,,"3,750.00",433.75,435.92,399.00,417.46,417.46,110,FALSE,TRUE,Miggoy,,-0.71%,
,FALSE,06/11/2024,ENPH,reversal,ODL,,"7,500.00",135.01,135.69,105.00,121.99,120.34,250,FALSE,TRUE,Paul,,-10.12%,
,FALSE,06/13/2024,DOCN,Reset,ODL,,"7,500.00",40.31,40.51,34.99,37.55,37.75,"1,410",FALSE,TRUE,Neil,,-7.12%,
,FALSE,06/14/2024,CLSK,Reset,ODL,,"7,500.00",19.01,19.11,14.00,16.67,16.55,"1,500",TRUE,FALSE,Neil,-0.25,-2.37%,
,TRUE,06/17/2024,KRE,Reset,LABAN,Options (Puts),"3,750.00",,,,,,,TRUE,FALSE,Miggoy,-0.25,1.45%,
,FALSE,06/17/2024,AMKR,Reset,ODL,entered through pullback setup,"3,750.00",36.35,36.53,33.48,33.89,35.01,"1,310",TRUE,FALSE,Neil,2.00,1.53%,
,TRUE,06/18/2024,NU,Reset,ODL,,"7,500.00",12.51,12.57,11.26,11.92,11.92,"6,000",TRUE,FALSE,Neil,0.50,6.93%,
,FALSE,06/24/2024,TSLA,reversal cheat,ODL,,"7,500.00",191.10,192.06,167.40,178.99,179.73,320,TRUE,FALSE,Paul,2.00,14.94%,
,TRUE,06/25/2024,XHB,Reset,ODL,,"7,500.00",105.78,106.31,99.50,102.57,102.90,"1,200",FALSE,TRUE,Neil,,-2.50%,
,TRUE,06/25/2024,QCOM,Range,LABAN,OPTIONS,"3,750.00",miggoy,,,,,,TRUE,FALSE,Miggoy,-0.25,-0.99%,
,FALSE,06/25/2024,AEP,Coil,ODL,,"7,500.00",88.66,89.10,85.30,86.88,87.20,"2,240",FALSE,TRUE,Neil,,0.84%,
,TRUE,06/25/2024,BZ,Coil,ODL,,"7,500.00",20.90,21.00,19.13,19.67,20.07,"4,240",FALSE,TRUE,Miggoy,,-4.86%,
,FALSE,06/25/2024,SNAP,Coil,ODL,,"7,500.00",16.01,16.09,14.81,15.45,15.45,"6,250",TRUE,FALSE,Neil,1.00,-2.69%,
,FALSE,06/26/2024,SMH,Pullback,TODL,,"3,750.00",263.09,264.41,250.50,255.08,257.45,300,FALSE,TRUE,Neil,,3.34%,
,FALSE,06/26/2024,MNDY,Coil,ODL,,"3,750.00",227.77,228.91,209.96,219.43,219.43,220,TRUE,FALSE,Neil,0.50,6.01%,
,TRUE,06/28/2024,SMCI,OPTIONS,LABAN,CALLS,"3,750.00",,,,,,,FALSE,TRUE,Miggoy,,3.32%,
,FALSE,06/28/2024,AEP,Coil,ODL,,"7,500.00",88.66,89.10,85.42,87.26,87.26,"2,320",TRUE,FALSE,Neil,-0.50,0.14%,
,TRUE,06/28/2024,CRWD,flat pullback,TODL,,"3,750.00",394.65,396.62,367.10,379.93,381.86,140,FALSE,TRUE,Neil,,1.69%,
,FALSE,06/28/2024,ENVX,momentum,SINA,,"3,750.00",15.85,15.93,14.39,15.16,15.16,"2,570",TRUE,FALSE,Neil,-0.25,3.49%,
,TRUE,07/01/2024,QCOM,50D Range,ODL,Size and Cut,"3,750.00",203.95,204.97,193.83,193.83,199.40,380,TRUE,FALSE,Miggoy,0.50,3.93%,
,TRUE,07/01/2024,ONON,50D Range,ODL,Size and Cut,"3,750.00",39.90,40.10,37.70,37.70,38.90,"1,710",FALSE,TRUE,Miggoy,,-0.26%,
,FALSE,07/02/2024,TME,coil,ODL,,"7,500.00",14.68,14.75,13.54,14.10,14.15,"6,580",TRUE,FALSE,Neil,-0.25,5.82%,
,TRUE,07/03/2024,SMCI,Reset Probe,ODL,,"3,750.00",850.93,855.18,773.80,773.80,814.49,50,TRUE,FALSE,Jeremy,0.50,6.26%,
,FALSE,07/03/2024,XLF,Options,LABAN,,"3,750.00",,,,,,,TRUE,FALSE,Miggoy,0.00,0.87%,
,FALSE,07/03/2024,GLD,COIL,ODL,,"3,750.00",216.10,217.18,211.53,214.36,214.36,830,FALSE,TRUE,Jeremy,,0.63%,
,TRUE,07/03/2024,CRBG,Coil,ODL,,"7,500.00",30.01,30.16,28.14,28.87,29.15,"4,020",FALSE,TRUE,Neil,,2.04%,
,FALSE,07/03/2024,NXPI,Coil,ODL,,"7,500.00",273.84,275.21,259.99,267.60,267.60,550,FALSE,TRUE,Neil,,3.70%,
,FALSE,07/03/2024,COPX,coil,ODL,,"3,750.00",46.42,46.65,43.33,45.17,44.99,"1,220",FALSE,TRUE,Paul,,0.51%,
,TRUE,07/05/2024,BZ,range,ODL,,"3,750.00",19.12,19.22,18.26,18.26,18.74,"4,370",FALSE,TRUE,Jeremy,,7.98%,
,FALSE,07/05/2024,TGTX,Reversal,ODL,VCP,"7,500.00",19.50,19.60,17.42,18.49,18.51,"3,610",TRUE,FALSE,Miggoy,1.50,11.47%,
,FALSE,07/05/2024,BTBT,Reversal,ODL,,"7,500.00",3.71,3.73,2.94,3.32,3.33,"9,750",TRUE,FALSE,Paul,-0.25,6.44%,
,FALSE,07/05/2024,GLD,Reset,ODL,,"3,750.00",218.75,219.84,210.71,214.53,215.28,470,FALSE,TRUE,Miggoy,,0.99%,
,TRUE,07/08/2024,DUK,coil,ODL,,"7,500.00",101.27,101.78,98.13,99.95,99.95,"2,390",TRUE,FALSE,Paul,1.00,4.65%,
,FALSE,07/08/2024,CRWD,bluesky,ODL,,"7,500.00",394.65,396.62,360.00,378.31,378.31,220,TRUE,FALSE,Neil,-0.25,-3.41%,
,TRUE,07/08/2024,GCT,Reset Cheat,ODL,,"3,750.00",34.08,34.25,28.19,31.22,31.22,640,TRUE,FALSE,Neil,-0.25,-5.30%,
,FALSE,07/08/2024,SO,Coil,ODL,,"7,500.00",78.64,79.03,76.64,77.84,77.84,"3,750",FALSE,TRUE,Neil,,2.89%,
,TRUE,07/12/2024,SMCI,reset,ODL,,"7,500.00",972.32,977.18,741.22,859.20,859.20,40,FALSE,TRUE,Paul,,-12.44%,
,FALSE,07/12/2024,TME,reset,ODL,,"7,500.00",15.64,15.72,13.55,14.63,14.63,"3,590",FALSE,TRUE,Paul,,-5.75%,
,TRUE,07/15/2024,ACMR,Reset,ODL,,"3,750.00",25.34,25.47,21.32,23.39,23.39,940,TRUE,FALSE,Miggoy,-0.50,-15.83%,
,TRUE,07/15/2024,COIN,Reset,ODL,Probe,"3,750.00",227.16,228.30,194.92,211.61,211.61,120,FALSE,TRUE,Miggoy,,9.18%,
,FALSE,07/17/2024,XLP,Coil,ODL,,"7,500.00",78.62,79.01,75.72,77.37,77.37,"2,590",TRUE,FALSE,Neil,-0.50,-1.21%,
,FALSE,07/17/2024,COIN,Reset,LABAN,OPTIONS,"3,750.00",Miggoy,,,,,,TRUE,FALSE,Miggoy,-0.50,-1.62%,
,TRUE,07/19/2024,TKO,Range,ODL,50 Day,"3,750.00",106.69,107.22,103.50,105.43,105.36,"1,180",FALSE,TRUE,Miggoy,,3.17%,
,FALSE,07/22/2024,MARA,10D PB,ODL,,"3,750.00",25.51,25.64,20.79,23.35,23.21,800,TRUE,FALSE,Neil,-0.50,-14.61%,
,FALSE,07/22/2024,IWM,OPTIONS,LABAN,,"3,750.00",,,,,,,TRUE,FALSE,Miggoy,0.50,0.65%,
,FALSE,07/22/2024,XLRE,10D PB,ODL,safety stop,"3,750.00",41.37,41.58,39.93,40.75,40.75,"2,610",FALSE,TRUE,Neil,,0.20%,
,FALSE,07/23/2024,NVDA,50D range,ODL,,"3,750.00",124.15,124.77,116.69,116.69,120.73,510,TRUE,FALSE,Jeremy,-0.50,-15.38%,
,FALSE,07/23/2024,XLI,10d PB,ODL,safety stop,"3,750.00",128.32,128.96,123.20,124.46,126.08,740,FALSE,TRUE,Neil,,0.44%,
,FALSE,07/23/2024,XLK,50Drange,ODL,,"3,750.00",226.87,228.00,220.37,220.37,224.19,580,TRUE,FALSE,Jeremy,-0.50,-6.79%,
,FALSE,07/24/2024,ZIM,Range,ODL,,"3,750.00",18.61,18.70,16.50,16.50,17.60,"1,780",FALSE,TRUE,Paul,,11.05%,
,TRUE,07/25/2024,TME,Coil,ODL,Safety Stop,"7,500.00",15.78,15.86,14.25,15.05,15.05,"4,910",FALSE,TRUE,Miggoy,,-7.90%,
,TRUE,07/26/2024,ANF,Range ,ODL,,"3,750.00",156.87,157.65,140.27,140.27,148.96,230,FALSE,TRUE,Paul,,-13.36%,
,FALSE,07/29/2024,ADBE,Range,ODL,,"3,750.00",545.51,548.24,521.22,521.22,534.73,160,FALSE,TRUE,Miggoy,,-5.09%,
,FALSE,07/29/2024,GOOGL,Options,LABAN,,"3,750.00",,,,,,,TRUE,FALSE,Miggoy,0.00,-6.06%,
,TRUE,07/30/2024,AEHR,pullback,SINA,,"1,500.00",19.44,19.54,16.30,17.92,17.92,480,TRUE,FALSE,Miggoy,-0.25,-25.08%,
,FALSE,08/01/2024,SOXX,Range,ODL,,"3,750.00",236.00,237.18,219.80,228.96,228.49,240,FALSE,TRUE,Miggoy,,-2.46%,
,FALSE,08/06/2024,KRE,Range,ODL,LONG,"3,750.00",53.08,53.35,49.39,50.52,51.37,"1,020",TRUE,FALSE,Miggoy,0.50,0.82%,
,TRUE,08/06/2024,QCOM,Range,ODL,,"3,750.00",162.83,163.64,147.60,151.39,155.62,250,TRUE,FALSE,Paul,-0.25,6.77%,
,FALSE,08/06/2024,CUBE,Reversal,ODL,Safety Stop,"7,500.00",49.61,49.86,45.84,46.69,47.85,"1,990",TRUE,FALSE,Miggoy,0.50,2.10%,
,FALSE,08/07/2024,QQQ,Range,ODL,,"3,750.00",448.17,450.41,423.45,433.39,436.93,160,TRUE,FALSE,Jeremy,-0.25,6.43%,
,FALSE,08/07/2024,BX,Range,ODL,,"3,750.00",132.83,133.49,126.76,128.79,130.13,620,FALSE,TRUE,Paul,,6.72%,
,FALSE,08/07/2024,NVDA,range,ODL,,"3,750.00",107.72,108.26,97.40,100.54,102.83,370,TRUE,FALSE,Jeremy,-0.25,19.38%,
,TRUE,08/09/2024,QCOM,Range,ODL,,"3,750.00",167.03,167.87,151.38,159.62,159.62,240,FALSE,TRUE,Miggoy,,4.68%,
,FALSE,08/09/2024,NVDA,Range,ODL,,"3,750.00",107.14,107.68,90.69,97.51,99.18,230,TRUE,FALSE,Miggoy,1.50,18.93%,
,FALSE,08/09/2024,FULT,Range,ODL,,"3,750.00",17.47,17.56,16.14,16.85,16.85,"2,820",TRUE,FALSE,Neil,0.50,4.86%,
,TRUE,08/12/2024,GEHC,Reversal,ODL,,"7,500.00",85.01,85.44,78.77,82.10,82.10,"1,210",TRUE,FALSE,Neil,-0.25,3.91%,
,TRUE,08/12/2024,AXON,momentum,SINA,,"3,750.00",372.01,373.87,344.00,358.95,358.94,140,TRUE,FALSE,Paul,-0.25,1.37%,
,TRUE,08/13/2024,TKO,Momentum,SINA,,"3,750.00",120.01,120.61,114.38,116.95,117.50,670,TRUE,FALSE,Miggoy,-0.25,0.14%,
,TRUE,08/13/2024,BIRK,Coil,ODL,Safety Stop,"3,750.00",60.31,60.61,53.04,56.72,56.83,520,TRUE,FALSE,Miggoy,0.50,2.14%,
,FALSE,08/16/2024,RL,Range,ODL,Draw the lines,"3,750.00",166.98,167.81,155.95,161.88,161.88,340,FALSE,TRUE,Miggoy,,6.92%,
,FALSE,08/16/2024,GLD,reset,ODL,,"7,500.00",229.66,230.81,217.50,223.99,224.15,620,TRUE,FALSE,Paul,-0.50,0.01%,
